code	name	length
99606	"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; initial 15 minutes, established patient"	191
99605	"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; initial 15 minutes, new patient"	183
0015F	Melanoma follow up completed (includes assessment of all of the following components) (ML): History obtained regarding new or changing moles (1050F)5 Complete physical skin exam performed (2029F) Patient counseled to perform a monthly self skin examinatio	255
3322F	Melanoma greater than AJCC Stage 0 or IA (ML)	45
94725	Membrane diffusion capacity	27
90734	"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for intramuscular use"	98
90644	"Meningococcal conjugate vaccine, serogroups C & Y and Hemophilus influenza B vaccine, tetanus toxoid conjugate (Hib-MenCY-TT), 4 dose schedule, when administered to children 2-15 months of age, for intramuscular use"	215
90733	"Meningococcal polysaccharide vaccine (any group(s)), for subcutaneous or jet injection use"	90
0014T	"Meniscal transplantation, medial or lateral, knee (any method)"	62
21060	"Meniscectomy, partial or complete, temporomandibular joint (separate procedure)"	79
2014F	Mental status assessed (normal/mildly impaired/severely impaired) (CAP)	71
83805	Meprobamate	11
83825	"Mercury, quantitative"	21
0D	"Merlin (neurofibromatosis, type 2)"	34
7Z	"Metabolic, other, not otherwise specified"	41
8Z	"Metabolic, transport, not otherwise specified"	45
9L	"Metabolic-pharmacogenetics, not otherwise specified Dysmorphology"	65
83835	Metanephrines	13
28140	Metatarsectomy	14
V-MTHCH	Metathesaurus CPT Hierarchical Terms	36
V-MTHCH03	"Metathesaurus CPT Hierarchical Terms, 2003"	42
V-SRC	Metathesaurus Source Terminology Names	38
83840	Methadone	9
83857	Methemalbumin	13
83858	Methsuximide	12
80436	Metyrapone panel This panel must include the following: Cortisol (82533 x 2) 11 deoxycortisol (82634 x 2)	105
88380	"Microdissection (eg, mechanical, laser capture)"	47
88381	"Microdissection (ie, sample preparation of microscopically identified target); manual"	85
64830	Microdissection and/or microrepair of nerve (list separately in addition to code for nerve repair).	99
61712	"Microdissection, intracranial or spinal procedure (list separately in addition to code for primary procedure)."	110
83861	"Microfluidic analysis utilizing an integrated collection and analysis device, tear osmolarity"	93
4N	Microsatellite instability	26
81301	"Microsatellite instability analysis (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) of markers for mismatch repair deficiency (eg, BAT25, BAT26), includes comparison of neoplastic and normal tissue, if performed"	228
4O	Microsatellite loss (loss of heterozygosity)	44
96902	"Microscopic examination of hairs plucked or clipped by the examiner (excluding hair collected by the patient) to determine telogen and anagen counts, or structural hair shaft abnormality"	186
86376	"Microsomal antibodies (eg, thyroid or liver-kidney), each"	57
69990	"Microsurgical techniques, requiring use of operating microscope (List separately in addition to code for primary procedure)"	123
93025	Microvolt T-wave alternans for assessment of ventricular arrhythmias	68
69440	Middle ear exploration through postauricular or ear canal incision	66
86378	Migration inhibitory factor test (MIF)	38
3353F	Mild to moderate depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)	118
81	Minimum Assistant Surgeon	25
5K	"MJD, commonly called Ataxin-3 (spinocerebellar ataxia, type 3, Machado-Joseph disease)"	86
0J	"MLH1 (HNPCC, mismatch repair genes)"	35
81294	"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants"	166
81292	"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis"	159
81293	"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known familial variants"	160
2E	MLL (acute leukemia)	20
44139	Mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure)	142
99143	###############################################################################################################################################################################################################################################################	256
99144	###############################################################################################################################################################################################################################################################	256
99145	###############################################################################################################################################################################################################################################################	256
99149	"Moderate sedation services (other than those services described by codes 00100-01999), provided by a physician other than the health care professional performing the diagnostic or therapeutic service that the sedation supports; age 5 years or older, first"	255
99150	###############################################################################################################################################################################################################################################################	256
99148	"Moderate sedation services (other than those services described by codes 00100-01999), provided by a physician other than the health care professional performing the diagnostic or therapeutic service that the sedation supports; under 5 years of age, first"	255
92325	"Modification of contact lens (separate procedure), with medical supervision of adaptation"	89
65125	"Modification of ocular implant with placement or replacement of pegs (eg, drilling receptacle for prosthesis appendage) (separate procedure)"	140
92598	Modification of voice prosthetic or augmentative/alternative communication device to supplement oral speech	107
17311	###############################################################################################################################################################################################################################################################	256
17312	###############################################################################################################################################################################################################################################################	256
17313	###############################################################################################################################################################################################################################################################	256
17314	###############################################################################################################################################################################################################################################################	256
17315	###############################################################################################################################################################################################################################################################	256
88273	"Molecular cytogenetics; chromosomal in situ hybridization, analyze 10-30 cells (eg, for microdeletions)"	103
88272	"Molecular cytogenetics; chromosomal in situ hybridization, analyze 3-5 cells (eg, for derivatives and markers)"	110
88271	"Molecular cytogenetics; DNA probe, each (eg, FISH)"	50
88275	"Molecular cytogenetics; interphase in situ hybridization, analyze 100-300 cells"	79
88274	"Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells"	77
83898	"Molecular diagnostics; amplification of patient nucleic acid (eg, PCR, LCR), single primer pair, each primer pair"	113
83901	"Molecular diagnostics; amplification of patient nucleic acid, multiplex, each multiplex reaction"	96
83900	"Molecular diagnostics; amplification of patient nucleic acid, multiplex, first two nucleic acid sequences"	105
83893	Molecular diagnostics; dot/slot blot production	47
83892	Molecular diagnostics; enzymatic digestion	42
83912	Molecular diagnostics; interpretation and report	48
83891	Molecular diagnostics; isolation or extraction of highly purified nucleic acid	78
83907	"Molecular diagnostics; lysis of cells prior to nucleic acid extraction (eg, stool specimens, paraffin embedded tissue)"	118
83890	Molecular diagnostics; molecular isolation or extraction	56
83905	"Molecular diagnostics; mutation identification by allele specific transcription, single segment, each segment"	109
83906	"Molecular diagnostics; mutation identification by allele specific translation, single segment, each segment"	107
83904	"Molecular diagnostics; mutation identification by sequencing, single segment, each segment"	90
83903	"Molecular diagnostics; mutation scanning, by physical properties (eg, single strand conformational polymorphisms (SSCP), heteroduplex, denaturing gradient gel electrophoresis (DGGE), RNA'ase A), single segment, each"	215
