Code	Description
V03AF	Detoxifying agents for antineoplastic treatment
V03AF01	mesna
V03AF02	dexrazoxane
V03AF03	calcium folinate
V03AF04	calcium levofolinate
V03AF05	amifostine
V03AF06	sodium folinate
V03AF07	rasburicase
V03AF08	palifermin
V03AF09	glucarpidase
V03AF10	sodium levofolinate
V03AG	Drugs for treatment of hypercalcemia
V03AG01	sodium cellulose phosphate
V03AH	Drugs for treatment of hypoglycemia
V03AH01	diazoxide
V03AK	Tissue adhesives
V03AM	Drugs for embolisation
V03AN	Medical gases
V03AN01	oxygen
V03AN02	carbon dioxide
V03AN03	helium
V03AN04	nitrogen
V03AN05	medical air
V03AX	Other therapeutic products
V03AX02	nalfurafine
V03AX03	cobicistat
V03AZ	Nerve depressants
V03AZ01	ethanol
V04	DIAGNOSTIC AGENTS
V04B	URINE TESTS
V04C	OTHER DIAGNOSTIC AGENTS
V04CA	Tests for diabetes
V04CA01	tolbutamide
V04CA02	glucose
V04CB	Tests for fat absorption
V04CB01	vitamin A concentrates
V04CC	Tests for bile duct patency
V04CC01	sorbitol
V04CC02	magnesium sulfate
V04CC03	sincalide
V04CC04	ceruletide
V04CD	Tests for pituitary function
V04CD01	metyrapone
V04CD03	sermorelin
V04CD04	corticorelin
V04CD05	somatorelin
V04CE	Tests for liver functional capacity
V04CE01	galactose
V04CE02	sulfobromophthalein
V04CF	Tuberculosis diagnostics
V04CF01	tuberculin
V04CG	Tests for gastric secretion
V04CG01	cation exchange resins
V04CG02	betazole
V04CG03	histamine phosphate
V04CG04	pentagastrin
V04CG05	methylthioninium chloride
V04CG30	caffeine and sodium benzoate
V04CH	Tests for renal function and ureteral injuries
V04CH01	inulin and other polyfructosans
V04CH02	indigo carmine
V04CH03	phenolsulfonphthalein
V04CH04	alsactide
V04CH30	aminohippuric acid
V04CJ	Tests for thyreoidea function
V04CJ01	thyrotropin
V04CJ02	protirelin
V04CK	Tests for pancreatic function
V04CK01	secretin
V04CK02	pancreozymin (cholecystokinin)
V04CK03	bentiromide
V04CL	Tests for allergic diseases
V04CM	Tests for fertility disturbances
V04CM01	gonadorelin
V04CX	Other diagnostic agents
V06	GENERAL NUTRIENTS
V06A	DIET FORMULATIONS FOR TREATMENT OF OBESITY
V06AA	Low-energy diets
V06B	PROTEIN SUPPLEMENTS
V06C	INFANT FORMULAS
V06CA	Nutrients without phenylalanine
V06D	OTHER NUTRIENTS
V06DA	Carbohydrates/proteins/minerals/vitamins, combinations
V06DB	Fat/carbohydrates/proteins/minerals/vitamins, combinations
V06DC	Carbohydrates
V06DC01	glucose
V06DC02	fructose
V06DD	Amino acids, incl. combinations with polypeptides
V06DE	Amino acids/carbohydrates/minerals/vitamins, combinations
V06DF	Milk substitutes
V06DX	Other combinations of nutrients
V07	ALL OTHER NON-THERAPEUTIC PRODUCTS
V07A	ALL OTHER NON-THERAPEUTIC PRODUCTS
V07AA	Plasters
V07AB	Solvents and diluting agents, incl. irrigating solutions
V07AC	Blood transfusion, auxiliary products
V07AD	Blood tests, auxiliary products
V07AN	Incontinence equipment
V07AR	Sensitivity tests, discs and tablets
V07AS	Stomi equipment
V07AT	Cosmetics
V07AV	Technical disinfectants
V07AX	Washing agents etc.
V07AY	Other non-therapeutic auxiliary products
V07AZ	Chemicals and reagents for analysis
V08	CONTRAST MEDIA
V08A	X-RAY CONTRAST MEDIA, IODINATED
V08AA	Watersoluble, nephrotropic, high osmolar X-ray contrast media
V08AA01	diatrizoic acid
V08AA02	metrizoic acid
V08AA03	iodamide
V08AA04	iotalamic acid
V08AA05	ioxitalamic acid
V08AA06	ioglicic acid
V08AA07	acetrizoic acid
V08AA08	iocarmic acid
V08AA09	methiodal
V08AA10	diodone
V08AB	Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB01	metrizamide
V08AB02	iohexol
V08AB03	ioxaglic acid
V08AB04	iopamidol
V08AB05	iopromide
V08AB06	iotrolan
V08AB07	ioversol
V08AB08	iopentol
V08AB09	iodixanol
V08AB10	iomeprol
V08AB11	iobitridol
V08AB12	ioxilan
V08AC	Watersoluble, hepatotropic X-ray contrast media
V08AC01	iodoxamic acid
V08AC02	iotroxic acid
V08AC03	ioglycamic acid
V08AC04	adipiodone
V08AC05	iobenzamic acid
V08AC06	iopanoic acid
V08AC07	iocetamic acid
V08AC08	sodium iopodate
V08AC09	tyropanoic acid
V08AC10	calcium iopodate
V08AD	Non-watersoluble X-ray contrast media
V08AD01	ethyl esters of iodised fatty acids
V08AD02	iopydol
V08AD03	propyliodone
V08AD04	iofendylate
V08B	X-RAY CONTRAST MEDIA, NON-IODINATED
V08BA	Barium sulfate containing X-ray contrast media
V08BA01	barium sulfate with suspending agents
V08BA02	barium sulfate without suspending agents
V08C	MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08CA	Paramagnetic contrast media
V08CA01	gadopentetic acid
V08CA02	gadoteric acid
V08CA03	gadodiamide
V08CA04	gadoteridol
V08CA05	mangafodipir
V08CA06	gadoversetamide
V08CA07	ferric ammonium citrate
V08CA08	gadobenic acid
V08CA09	gadobutrol
V08CA10	gadoxetic acid
V08CA11	gadofosveset
V08CB	Superparamagnetic contrast media
V08CB01	ferumoxsil
V08CB02	ferristene
V08CB03	iron oxide, nanoparticles
V08CX	Other magnetic resonance imaging contrast media
V08CX01	perflubron
V08D	ULTRASOUND CONTRAST MEDIA
V08DA	Ultrasound contrast media
V08DA01	microspheres of human albumin
V08DA02	microparticles of galactose
V08DA03	perflenapent
V08DA04	microspheres of phospholipids
V08DA05	sulfur hexafluoride
V09	DIAGNOSTIC RADIOPHARMACEUTICALS
V09A	CENTRAL NERVOUS SYSTEM
V09AX	Other central nervous system diagnostic radiopharmaceuticals
V09AX03	iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane
V09B	SKELETON
V09C	RENAL SYSTEM
V09CX	Other renal system diagnostic radiopharmaceuticals
V09D	HEPATIC AND RETICULO ENDOTHELIAL SYSTEM
V09DX	Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals
V09E	RESPIRATORY SYSTEM
V09EX	Other respiratory system diagnostic radiopharmaceuticals
V09F	THYROID
V09FX	Various thyroid diagnostic radiopharmaceuticals
V09FX04	sodium iodide (124I)
V09G	CARDIOVASCULAR SYSTEM
V09GX	Other cardiovascular system diagnostic radiopharmaceuticals
V09GX04	rubidium (82Rb) chloride
V09H	INFLAMMATION AND INFECTION DETECTION
V09HX	Other diagnostic radiopharmaceuticals for inflammation and infection detection
V09I	TUMOUR DETECTION
V09IX	Other diagnostic radiopharmaceuticals for tumour detection
V09X	OTHER DIAGNOSTIC RADIOPHARMACEUTICALS
V09XX	Various diagnostic radiopharmaceuticals
V10	THERAPEUTIC RADIOPHARMACEUTICALS
V10A	ANTIINFLAMMATORY AGENTS
V10AX	Other antiinflammatory therapeutic radiopharmaceuticals
V10B	PAIN PALLIATION (BONE SEEKING AGENTS)
V10BX	Various pain palliation radiopharmaceuticals
V10X	OTHER THERAPEUTIC RADIOPHARMACEUTICALS
V10XX	Various therapeutic radiopharmaceuticals
V10XX03	radium (223Ra) dichloride
V20	SURGICAL DRESSINGS
A02BA	H2-receptor antagonists
A02BA01	cimetidine
A02BA02	ranitidine
A02BA03	famotidine
A02BA04	nizatidine
A02BA05	niperotidine
A02BA06	roxatidine
A02BA07	ranitidine bismuth citrate
A02BA08	lafutidine
A02BA51	cimetidine, combinations
A02BA53	famotidine, combinations
N02BE73	phenacetin, combinations with psycholeptics
N02BE74	bucetin, combinations with psycholeptics
N02BG	Other analgesics and antipyretics
N02BG02	rimazolium
N02BG03	glafenine
N02BG04	floctafenine
N02BG05	viminol
N02BG06	nefopam
N02BG07	flupirtine
N02BG08	ziconotide
N02BG09	methoxyflurane
N02BG10	cannabinoids
N02C	ANTIMIGRAINE PREPARATIONS
N02CA	Ergot alkaloids
N02CA01	dihydroergotamine
N02CA02	ergotamine
N02CA04	methysergide
N02CA07	lisuride
N02CA51	dihydroergotamine, combinations
N02CA52	ergotamine, combinations excl. psycholeptics
N02CA72	ergotamine, combinations with psycholeptics
N02CB	Corticosteroid derivatives
N02CB01	flumedroxone
N02CC	Selective serotonin (5HT1) agonists
N02CC01	sumatriptan
N02CC02	naratriptan
N02CC03	zolmitriptan
N02CC04	rizatriptan
N02CC05	almotriptan
N02CC06	eletriptan
N02CC07	frovatriptan
N02CX	Other antimigraine preparations
N02CX01	pizotifen
N02CX02	clonidine
N02CX03	iprazochrome
N02CX05	dimetotiazine
N02CX06	oxetorone
P03BX04	dibutylsuccinate
P03BX05	dimethylcarbate
P03BX06	etohexadiol
V09AA	Technetium (99mTc) compounds
V09AA01	technetium (99mTc) exametazime
V09AA02	technetium (99mTc) bicisate
V09AB	Iodine (123I) compounds
V09AB01	iodine iofetamine (123I)
V09AB02	iodine iolopride (123I)
V09AB03	iodine ioflupane (123I)
V09AX01	indium (111In) pentetic acid
V09AX04	flutemetamol (18F)
V09AX05	florbetapir (18F)
V09BA	Technetium (99mTc) compounds
V09BA01	technetium (99mTc) oxidronic acid
V09BA02	technetium (99mTc) medronic acid
V09BA03	technetium (99mTc) pyrophosphate
V09BA04	technetium (99mTc) butedronic acid
V09CA	Technetium (99mTc) compounds
V09CA01	technetium (99mTc) pentetic acid
V09CA02	technetium (99mTc) succimer
V09CA03	technetium (99mTc) mertiatide
V09CA04	technetium (99mTc) gluceptate
V09CA05	technetium (99mTc) gluconate
V09CA06	technetium (99mTc) ethylenedicysteine
V09CX01	sodium iodohippurate (123I)
V09CX02	sodium iodohippurate (131I)
V09CX03	sodium iothalamate (125I)
V09CX04	chromium (51Cr) edetate
V09DA	Technetium (99mTc) compounds
V09DA01	technetium (99mTc) disofenin
V09DA02	technetium (99mTc) etifenin
V09DA03	technetium (99mTc) lidofenin
V09DA04	technetium (99mTc) mebrofenin
V09DA05	technetium (99mTc) galtifenin
V09DB	Technetium (99mTc), particles and colloids
V09DB01	technetium (99mTc) nanocolloid
V09DB02	technetium (99mTc) microcolloid
V09DB03	technetium (99mTc) millimicrospheres
V09DB04	technetium (99mTc) tin colloid
V09DB05	technetium (99mTc) sulfur colloid
V09DB06	technetium (99mTc) rheniumsulfide colloid
V09DB07	technetium (99mTc) phytate
V09DX01	selenium (75Se) tauroselcholic acid
V09EA	Technetium (99mTc), inhalants
V09EA01	technetium (99mTc) pentetic acid
V09EA02	technetium (99mTc) technegas
V09EA03	technetium (99mTc) nanocolloid
V09EB	Technetium (99mTc), particles for injection
V09EB01	technetium (99mTc) macrosalb
V09EB02	technetium (99mTc) microspheres
V09EX01	krypton (81mKr) gas
V09EX02	xenon (127Xe) gas
V09EX03	xenon (133Xe) gas
V09FX01	technetium (99mTc) pertechnetate
V09FX02	sodium iodide (123I)
V09FX03	sodium iodide (131I)
V09GA	Technetium (99mTc) compounds
V09GA01	technetium (99mTc) sestamibi
V09GA02	technetium (99mTc) tetrofosmin
V09GA03	technetium (99mTc) teboroxime
V09GA04	technetium (99mTc) human albumin
V09GA05	technetium (99mTc) furifosmin
V09GA06	technetium (99mTc) stannous agent labelled cells
V09GA07	technetium (99mTc) apcitide
V09GB	Iodine (125I) compounds
V09GB01	fibrinogen (125I)
V09GB02	iodine (125I) human albumin
V09GX01	thallium (201Tl) chloride
V09GX02	indium (111In) imciromab
V09GX03	chromium (51Cr) chromate labelled cells
V09HA	Technetium (99mTc) compounds
V09HA01	technetium (99mTc) human immunoglobulin
V09HA02	technetium (99mTc) exametazime labelled cells
V09HA03	technetium (99mTc) antigranulocyte antibody
V09HA04	technetium (99mTc) sulesomab
V09HB	Indium (111In) compounds
V09HB01	indium (111In) oxinate labelled cells
V09HB02	indium (111In) tropolonate labelled cells
V09HX01	gallium (67Ga) citrate
V09IA	Technetium (99mTc) compounds
V09IA01	technetium (99mTc) antiCarcinoEmbryonicAntigen antibody
V09IA02	technetium (99mTc) antimelanoma antibody
V09IA03	technetium (99mTc) pentavalent succimer
V09IA04	technetium (99mTc) votumumab
V09IA05	technetium (99mTc) depreotide
V09IA06	technetium (99mTc) arcitumomab
V09IA07	technetium (99mTc) hynic-octreotide
V09IA08	technetium (99mTc) etarfolatide
V09IA09	technetium (99mTc) tilmanocept
V09IB	Indium (111In) compounds
V09IB01	indium (111In) pentetreotide
V09IB02	indium (111In) satumomab pendetide
V09IB03	indium (111In) antiovariumcarcinoma antibody
V09IB04	indium (111In) capromab pendetide
V09IX01	iobenguane (123I)
V09IX02	iobenguane (131I)
V09IX03	iodine (125I) CC49-monoclonal antibody
V09IX04	fludeoxyglucose (18F)
V09IX05	fluorodopa (18F)
V09IX06	sodium fluoride (18F)
V09IX07	fluoromethylcholine (18F)
V09IX08	fluoroethylcholine (18F)
V09XA	Iodine (131I) compounds
V09XA01	iodine (131I) norcholesterol
V09XA02	iodocholesterol (131I)
V09XA03	iodine (131I) human albumin
V09XX01	cobalt (57Co) cyanocobalamine
V09XX02	cobalt (58Co) cyanocobalamine
V09XX03	selenium (75Se) norcholesterol
V09XX04	ferric (59Fe) citrate
V10AA	Yttrium (90Y) compounds
V10AA01	yttrium (90Y) citrate colloid
V10AA02	yttrium (90Y) ferrihydroxide colloid
V10AA03	yttrium (90Y) silicate colloid
V10AX01	phosphorous (32P) chromicphosphate colloid
V10AX02	samarium (153Sm) hydroxyapatite colloid
V10AX03	dysprosium (165Dy) colloid
V10AX04	erbium (169Er) citrate colloid
V10AX05	rhenium (186Re) sulfide colloid
V10AX06	gold (198Au) colloidal
V10BX01	strontium (89Sr) chloride
V10BX02	samarium (153Sm) lexidronam
V10BX03	rhenium (186Re) etidronic acid
V10XA	Iodine (131I) compounds
V10XA01	sodium iodide (131I)
V10XA02	iobenguane (131I)
V10XA53	tositumomab/iodine (131I) tositumomab
V10XX01	sodium phosphate (32P)
V10XX02	ibritumomab tiuxetan [90Y]
